method,drop_fraction,n_seeds,accuracy_mean,accuracy_sd,loss_mean,loss_sd
fedavg_drop,0.9,1,0.5857933579335793,0.0,3.8465086673143216,0.0
fedprox_mu0,0.9,1,0.6900369003690037,0.0,0.9027967582957714,0.0
fedprox_mu1,0.9,1,0.7195571955719557,0.0,0.6382051371178167,0.0
