method,drop_fraction,seed,round,test_accuracy,test_loss
fedavg_drop,0.9,1,40,0.4483394833948339,1.802945897022867
fedavg_drop,0.9,1,50,0.46863468634686345,1.190028470187758
fedavg_drop,0.9,1,60,0.503690036900369,1.3785136504983195
fedavg_drop,0.9,1,70,0.20202952029520296,3.5607077635919757
fedavg_drop,0.9,1,80,0.2066420664206642,2.0890873275808968
fedavg_drop,0.9,1,90,0.5313653136531366,1.0107454824805502
fedavg_drop,0.9,1,100,0.5341328413284133,1.0445999818201792
fedavg_drop,0.9,1,110,0.5636531365313653,1.3337676951834438
fedavg_drop,0.9,1,120,0.5654981549815498,0.8514095002633653
fedavg_drop,0.9,1,130,0.5581180811808119,1.0128069564202509
fedavg_drop,0.9,1,140,0.5802583025830258,0.8420725201615199
fedavg_drop,0.9,1,150,0.5747232472324724,0.8709205568144799
fedavg_drop,0.9,1,160,0.6060885608856088,0.734950519490239
fedavg_drop,0.9,1,170,0.6245387453874539,0.763125461411038
fedavg_drop,0.9,1,180,0.584870848708487,0.8078283644424021
fedavg_drop,0.9,1,190,0.5977859778597786,0.744797974247929
fedavg_drop,0.9,1,200,0.5950184501845018,0.7544909743464773
fedavg_drop,0.9,2,0,0.03690036900369004,4.299811783666757
fedavg_drop,0.9,2,10,0.39391143911439114,1.8825854667334017
fedavg_drop,0.9,2,20,0.1282287822878229,3.8395109610533322
fedavg_drop,0.9,2,30,0.15498154981549817,5.571174518237264
fedavg_drop,0.9,2,40,0.47878228782287824,1.311665333500967
fedavg_drop,0.9,2,50,0.5018450184501845,1.2025938417016153
fedavg_drop,0.9,2,60,0.5175276752767528,1.3992930820269425
fedavg_drop,0.9,2,70,0.21494464944649447,2.9800617224394568
fedavg_drop,0.9,2,80,0.21125461254612546,1.990236195150833
fedavg_drop,0.9,2,90,0.5387453874538746,1.1651673581935544
fedavg_drop,0.9,2,100,0.540590405904059,1.1617762206539564
fedavg_drop,0.9,2,110,0.5175276752767528,1.7742309064473956
fedavg_drop,0.9,2,120,0.5784132841328413,0.8328730997541969
fedavg_drop,0.9,2,130,0.5654981549815498,1.1028634459642999
fedavg_drop,0.9,2,140,0.5987084870848709,0.8470661029781004
fedavg_drop,0.9,2,150,0.5765682656826568,0.9904854477769641
fedavg_drop,0.9,2,160,0.6190036900369004,0.7424399035108985
fedavg_drop,0.9,2,170,0.5673431734317343,0.7862204813199368
fedavg_drop,0.9,2,180,0.5876383763837638,0.7836309281405343
fedavg_drop,0.9,2,190,0.5636531365313653,0.8267140580654193
fedavg_drop,0.9,2,200,0.5701107011070111,0.8757259799699048
fedprox_mu0,0.0,0,0,0.026752767527675275,3.717174929231678
fedprox_mu0,0.0,0,10,0.4225092250922509,1.3413084703574178
fedprox_mu0,0.0,0,20,0.46586715867158673,1.5342687773751402
fedprox_mu0,0.0,0,30,0.5101476014760148,1.0907392512525271
fedprox_mu0,0.0,0,40,0.6107011070110702,0.9729561282405286
fedprox_mu0,0.0,0,50,0.6309963099630996,0.9285921866162345
fedprox_mu0,0.0,0,60,0.6439114391143912,0.8742839972297837
fedprox_mu0,0.0,0,70,0.6688191881918819,0.815625633933112
fedprox_mu0,0.0,0,80,0.6817343173431735,0.786994741508754
fedprox_mu0,0.0,0,90,0.6881918819188192,0.7640022693058933
fedprox_mu0,0.0,0,100,0.6955719557195572,0.7398019631809504
fedprox_mu0,0.0,0,110,0.6808118081180812,0.7341462871842973
fedprox_mu0,0.0,0,120,0.672509225092251,0.7303120808646556
fedprox_mu0,0.0,0,130,0.6992619926199262,0.7186223949220744
fedprox_mu0,0.0,0,140,0.6974169741697417,0.7037332831222027
fedprox_mu0,0.0,0,150,0.6881918819188192,0.6937893299139635
fedprox_mu0,0.0,0,160,0.6974169741697417,0.6833297268586347
fedprox_mu0,0.0,0,170,0.7038745387453874,0.6722444889507525
fedprox_mu0,0.0,0,180,0.6383763837638377,0.7037031874685574
fedprox_mu0,0.0,0,190,0.7020295202952029,0.6620787761094935
fedprox_mu0,0.0,0,200,0.7047970479704797,0.6563709764774712
fedprox_mu0,0.0,1,0,0.02859778597785978,3.354093961834445
fedprox_mu0,0.0,1,10,0.43726937269372695,1.408759715524491
fedprox_mu0,0.0,1,20,0.4843173431734317,1.2824715172096033
fedprox_mu0,0.0,1,30,0.5313653136531366,1.096032038564075
fedprox_mu0,0.0,1,40,0.5738007380073801,1.0108967862896432
fedprox_mu0,0.0,1,50,0.6005535055350554,0.9499614968360736
fedprox_mu0,0.0,1,60,0.6356088560885609,0.888657129060764
fedprox_mu0,0.0,1,70,0.6512915129151291,0.8285540612011891
fedprox_mu0,0.0,1,80,0.6522140221402214,0.7997397021875099
fedprox_mu0,0.0,1,90,0.6761992619926199,0.7754750929735211
fedprox_mu0,0.0,1,100,0.665129151291513,0.752368038572843
fedprox_mu0,0.0,1,110,0.6678966789667896,0.7430564410125936
fedprox_mu0,0.0,1,120,0.6614391143911439,0.7335126132403462
fedprox_mu0,0.0,1,130,0.672509225092251,0.725716588749335
fedprox_mu0,0.0,1,140,0.6706642066420664,0.7085035095036316
fedprox_mu0,0.0,1,150,0.6789667896678967,0.6959400327642089
fedprox_mu0,0.0,1,160,0.6780442804428044,0.6889645348157764
fedprox_mu0,0.0,1,170,0.6900369003690037,0.6763730276109472
fedprox_mu0,0.0,1,180,0.6734317343173432,0.6832333576471311
fedprox_mu0,0.0,1,190,0.6863468634686347,0.6638072272961892
fedprox_mu0,0.0,1,200,0.690959409594096,0.6596930053498123
fedprox_mu0,0.0,2,0,0.03690036900369004,4.299811783666757
fedprox_mu0,0.0,2,10,0.4077490774907749,1.3155671870042234
fedprox_mu0,0.0,2,20,0.470479704797048,1.2112036624754814
fedprox_mu0,0.0,2,30,0.5581180811808119,1.0383266604482413
fedprox_mu0,0.0,2,40,0.5876383763837638,0.9657616714270523
fedprox_mu0,0.0,2,50,0.6079335793357934,0.9134127544719116
fedprox_mu0,0.0,2,60,0.6079335793357934,0.8684148371860554
fedprox_mu0,0.0,2,70,0.6605166051660517,0.8030402603910969
fedprox_mu0,0.0,2,80,0.6660516605166051,0.7759804240592763
fedprox_mu0,0.0,2,90,0.6798892988929889,0.7568018730851331
fedprox_mu0,0.0,2,100,0.6872693726937269,0.731586788272404
fedprox_mu0,0.0,2,110,0.6642066420664207,0.7250399568993195
fedprox_mu0,0.0,2,120,0.6559040590405905,0.7174817656994392
fedprox_mu0,0.0,2,130,0.6798892988929889,0.7091549294821398
fedprox_mu0,0.0,2,140,0.6974169741697417,0.692016783233995
fedprox_mu0,0.0,2,150,0.6974169741697417,0.6832082935903055
